feature,importance
demolished,0.0
demonstrated,0.0
demonstrating,0.0
demonstration,0.0
demonstrator,0.0
dengue,0.0
denied,0.0
denounce,0.0
dense,0.0
densely,0.0
density,0.0
dental,0.0
departement,0.0
department,0.0
departure,0.0
depend,0.0
dependence,0.0
dependent,0.0
depending,0.0
depends,0.0
depleted,0.0
depletion,0.0
deploy,0.0
deployed,0.0
deployment,0.0
deposit,0.0
deposited,0.0
depot,0.0
depression,0.0
dept,0.0
depth,0.0
deputy,0.0
dera,0.0
desalination,0.0
describe,0.0
described,0.0
desert,0.0
desertification,0.0
design,0.0
designated,0.0
designed,0.0
desk,0.0
desperate,0.0
desperately,0.0
despite,0.0
dessalines,0.0
destination,0.0
destined,0.0
destitute,0.0
destroy,0.0
destroyed,0.018430274
destroying,0.0
destruction,0.0
destructive,0.0
detail,0.0
detailed,0.0
detained,0.0
detainee,0.0
detect,0.0
detected,0.0
detection,0.0
detention,0.0
detergent,0.0
deteriorate,0.0
deteriorating,0.0
deterioration,0.0
determination,0.0
determine,0.0
determined,0.0
devastated,0.00042792314
devastating,0.0
devastation,0.0
develop,0.0022737803
developed,0.0
developing,0.0
development,0.001885001
device,0.0
devouring,0.0
dew,0.0
deyr,0.0
dfid,0.0
dgi,0.0
dhaka,0.0
di,0.0
diabetes,0.0
diagnosed,0.0
diagnosis,0.0
diagnostic,0.0
dialogue,0.0
diameter,0.0
diamond,0.0
diaper,0.0
diarrhea,0.0
diarrheal,0.0
diarrhoea,0.0
diarrhoeal,0.0
dichato,0.0
didnt,0.0
die,0.0
died,0.0
diesel,0.0
diet,0.0020906741
difference,0.0
different,0.0
difficult,0.0013649053
difficulty,0.0
dig,0.0
digg,0.0
digging,0.0
digicel,0.0
digicell,0.0
dike,0.0
dilapidated,0.0
dine,0.0
dinner,0.0
diphtheria,0.0
diploma,0.0
diplomatic,0.0
diquini,0.0
dire,0.0
direct,0.0
directed,0.0
direction,0.0
directly,0.0
director,0.0
directorate,0.0
dirt,0.0
dirty,0.0
disability,0.0
disappearance,0.0
disappeared,0.0
disaster,0.018363534
disastrous,0.0
disbursement,0.0
discharge,0.0
discharged,0.0
discovered,0.0
discrimination,0.0
discus,0.0
discussed,0.0
discussion,0.0
disease,0.0022683654
dish,0.0
disinfect,0.0
disinfectant,0.0
disinfecting,0.0
disinfection,0.0
disorder,0.0
dispatch,0.0
dispatched,0.0
dispatching,0.0
disperse,0.0
displaced,0.0
displacement,0.0
displacing,0.0
disposal,0.0
dispute,0.0
disputed,0.0
disrupted,0.0
disrupting,0.0
disruption,0.0
disseminate,0.0
dist,0.0
distance,0.0
distress,0.0
distribute,0.0
distributed,0.0
distributing,0.00044051456
distribution,0.000422163
district,0.00058599014
distt,0.0
ditch,0.0
diver,0.0
diversification,0.0
divert,0.0
divide,0.0
divided,0.0
division,0.0
djibouti,0.0
doctor,0.0
document,0.0
documented,0.0
dog,0.0
dollar,0.0
dollo,0.0
dolo,0.0
domain,0.0
dome,0.0
domestic,0.0
dominated,0.0
domingo,0.0
dominican,0.0
donate,0.0
donated,0.0
donating,0.0
donation,0.0
done,0.0
dong,0.0
donor,0.0
dont,0.0
door,0.0
dose,0.0
double,0.0
doubled,0.0
doubt,0.0
downed,0.0
downpour,0.0
downstream,0.0
downtown,0.0
dozen,0.0
dpa,0.0
dpr,0.0
dprk,0.0
dr,0.0
draft,0.0
drafting,0.0
drain,0.0
drainage,0.0
drama,0.0
dramatic,0.0
dramatically,0.0
drastically,0.0
draw,0.0
drawing,0.0
drawn,0.0
drc,0.0
dream,0.0
dredging,0.0
drenched,0.0
drenching,0.0
dried,0.0
drier,0.0
drill,0.0
drilled,0.0
drilling,0.0
drink,0.0
drinkable,0.0
drinking,7.471316e-05
drip,0.0
drive,0.0
driven,0.0
driver,0.0
driving,0.0
drone,0.0
drop,0.0024343254
dropped,0.0
dropping,0.0
drought,0.0
drowned,0.0
drowning,0.0
drug,0.0
dry,0.0
dryland,0.0
dryness,0.0
du,0.0
dude,0.0
due,0.0
dug,0.0
dump,0.0
dumped,0.0
durable,0.0
duration,0.0
dushanbe,0.0
dust,0.0
dusty,0.0
duty,0.0
dweller,0.0
dwelling,0.0
dy,0.0
dying,0.0
dyke,0.0
dysentery,0.0
dzud,0.001331384
e,0.0
ear,0.0
earlier,0.0
early,0.0
earmarked,0.0
earn,0.0
earned,0.0
earnings,0.0
earth,0.0
earthen,0.0
earthquake,0.025505709
earthquaque,0.0
eartquake,0.0
ease,0.0
easier,0.0
easily,0.0
east,0.0
easter,0.0
eastern,0.0
easy,0.0
eat,0.0011908874
eaten,0.0
eating,0.0
ebola,0.0
echo,0.0
ecological,0.0
economic,0.0
economically,0.0
economy,0.0
ecosystem,0.0
ecowas,0.0
ed,0.0
edge,0.0
edh,0.0
edible,0.0
editor,0.0
educate,0.0
education,0.003387779
educational,0.0
effect,0.0
effected,0.0
effective,0.0
effectively,0.0
effectiveness,0.0
efficiency,0.0
efficient,0.0
efficiently,0.0
effort,0.0
egg,0.0
eight,0.0
either,0.0
el,0.0
elderly,0.0
elected,0.0
election,0.015609457
electoral,0.0
electric,0.0
electrical,0.0
electrician,0.0
electricity,0.0
electronic,0.0
element,0.0
elementary,0.0
elevated,0.0
elevation,0.0
eleven,0.0
eligible,0.0
eliminate,0.0
eliminated,0.0
eliminating,0.0
else,0.0
elsewhere,0.0
em,0.0
email,0.0
embankment,0.0
embassy,0.00048064065
embattled,0.0
emerge,0.0
emerged,0.0
emergency,0.0014596522
emerging,0.0
emessage,0.0
emission,0.0
emotional,0.0
emphasis,0.0
emphasizes,0.0
employ,0.0
employee,0.0
employer,0.0
employment,0.0
empowerment,0.0
empty,0.0
en,0.00053232
enable,0.0
enabled,0.0
enabling,0.0
encephalitis,0.0
encourage,0.0
encouraged,0.0
encourages,0.0
encouraging,0.0
end,0.0
endangered,0.0
ended,0.0
endemic,0.0
ending,0.0
endure,0.0
enemy,0.0004070773
energy,0.0018630197
enforce,0.0
enforced,0.0
enforcement,0.0
engage,0.0
engaged,0.0
engagement,0.0
engine,0.0
engineer,0.0
engineering,0.0
england,0.0
english,0.0
engulfed,0.0
engulfing,0.0
enhance,0.0
enhanced,0.0
enhancing,0.0
enjoy,0.0
enormous,0.0
enough,0.0013866115
enriched,0.0
enroll,0.0
enrolled,0.0
ensuing,0.0
ensure,0.0
ensured,0.0
ensures,0.0
ensuring,0.0
enter,0.0
entered,0.0
entering,0.0
enterprise,0.0
enters,0.0
entire,0.0
entirely,0.0
entity,0.0
entrance,0.0
entry,0.0
environment,0.0
environmental,0.0
environmentally,0.0
epi,0.0
epicenter,0.00042388722
epicentre,0.0
epidemic,0.0
epidemiologist,0.0
episode,0.0
equality,0.0
equally,0.0
equip,0.0
equipment,0.0
equipped,0.0
equivalent,0.0
er,0.0003978737
era,0.0
eradicate,0.0
eradication,0.0
erected,0.0
eritrea,0.0
eroded,0.0
erosion,0.0
erra,0.0
erratic,0.0
erupted,0.0
erupting,0.0
eruption,0.0
escape,0.0
escaped,0.0
escort,0.0
especially,0.0
essential,0.0004392597
est,0.0
establish,0.0
established,0.0
establishing,0.0
establishment,0.0
estate,0.0
estimate,0.0
estimated,0.0
et,0.0041955695
etc,0.0
ethiopia,0.0
ethiopian,0.0
ethnic,0.0
eu,0.0
eurasian,0.0
euro,0.0
europe,0.0
european,0.0
evacuate,0.0
evacuated,0.0
evacuating,0.0
evacuation,0.00044617525
evacuee,0.0
evaluation,0.0
evangelical,0.0
even,0.0013452993
evening,0.0009977565
event,0.0004003148
eventually,0.0
ever,0.0
every,0.0
everybody,0.0
everyday,0.0
everyone,0.0
everything,0.0
everytime,0.0
everywhere,0.0
evidence,0.0
ex,0.0
exacerbated,0.0
exacerbating,0.0
exact,0.0
exactly,0.0
exam,0.0
examination,0.0
examined,0.0
example,0.0
exceeded,0.0
exceeding,0.0
excellent,0.0
except,0.0
exception,0.0
exceptional,0.0
exceptionally,0.0
excess,0.0
excessive,0.0
exchange,0.0
excuse,0.0
executed,0.0
execution,0.0
executive,0.0
exercise,0.0
exhausted,0.0
exhaustion,0.0
exhibition,0.0
exist,0.0
existing,0.0
exodus,0.0
exp,0.0
expand,0.0
expanded,0.0
expanding,0.0
expansion,0.002810925
expect,0.0
expectation,0.0
expected,0.0
expecting,0.0
expenditure,0.0
expense,0.0
expensive,0.0
experience,0.0
experienced,0.0
experiencing,0.0
expert,0.0
expertise,0.0
expired,0.00085861114
explain,0.0
explained,0.0
explains,0.0
explanation,0.0
exploded,0.0
exploitation,0.0
exploration,0.0
explosion,0.0
explosive,0.0
export,0.0
exporter,0.0
exposed,0.0
exposure,0.0
express,0.0
expressed,0.0
expression,0.0
expressway,0.0
extend,0.0
extended,0.0
extending,0.0
extension,0.0
extensive,0.0
extent,0.0
external,0.0
extra,0.0
extreme,0.0
extremely,0.0
extremism,0.0
extremist,0.0
eye,0.0
eyewitness,0.0004307897
f,0.0
face,0.0
facebook,0.0
faced,0.0
facilitate,0.0
facilitated,0.0
facilitating,0.0
facility,0.0
facing,0.0
fact,0.0
faction,0.0
factional,0.0
factor,0.0
factory,0.0
faculty,0.0
faeces,0.0
fahrenheit,0.0
fail,0.0
failed,0.0
failure,0.0
fair,0.0
fairly,0.0
faith,0.0
falciparum,0.0
fall,0.0
fallen,0.0
falling,0.0
fallout,0.0
false,0.0
fam,0.0
family,0.0005105113
famine,0.0
famous,0.0
fan,0.0
fao,0.0019189436
far,0.0
farm,0.0027402272
farmer,0.0015694118
farming,0.0
farmland,0.0
faso,0.0
fast,0.0
faster,0.0
fasting,0.0
fat,0.0
fatal,0.0
fatality,0.0
fate,0.0
father,0.0
fatigue,0.0
faucet,0.0
fault,0.0
favor,0.0
favorable,0.0
favorite,0.0
favour,0.0
favourable,0.0
fb,0.0
fear,0.0
feared,0.0
fearing,0.0
feature,0.0
feb,0.0004294922
febrile,0.0
february,0.0
fecal,0.0
fed,0.0017433745
federal,0.0
federation,0.0
fee,0.0
feed,0.0
feeder,0.0
feeding,0.00011784778
feel,0.0
feeling,0.0
fell,0.0
fellow,0.0
felt,0.0
fema,0.0
female,0.0
feminine,0.0
ferry,0.0
ferrying,0.0
fertile,0.0
fertiliser,0.0
fertility,0.0
fertilizer,0.0
feuille,0.0
feuilles,0.0
fever,0.0
few,0.0
fiber,0.0
fibre,0.0
field,0.0
fierce,0.0
fifth,0.0
fight,0.0
fighter,0.0
fighting,0.0
figure,0.0
file,0.0
fill,0.0
filled,0.0
filter,0.0
filthy,0.0
filtration,0.0
final,0.0
finally,0.0
finance,0.0
financed,0.0
financial,0.0
financing,0.0
find,0.0013351428
finding,0.0
fine,0.0
finger,0.0
finish,0.0
finished,0.0
finland,0.0
fire,0.0
fired,0.0
firefighter,0.0
firefighting,0.0
fireman,0.0
firewood,0.0
firing,0.0
firm,0.0
firmly,0.0
first,0.0019107761
fish,0.0
fisher,0.0
fisherman,0.0
fishery,0.0
fishing,0.0
five,0.0
fix,0.0
fixed,0.0
fixing,0.0
flame,0.0
flash,0.0
flashflood,0.0
flashlight,0.0
flat,0.0
flattened,0.0
fled,0.0
flee,0.0
fleeing,0.0
fleet,0.0
flew,0.0
flickering,0.0
flight,0.0
flimsy,0.0
floating,0.0
flood,0.026094615
flooded,0.0
flooding,0.0
floodwater,0.0
floodwaters,0.0
floor,0.0
florida,0.0
flour,0.0
flow,0.0
flower,0.0
flowing,0.0
flown,0.0
flu,0.0
fluid,0.0
fly,0.0
flying,0.0
fm,0.0
fo,0.0
focus,0.002125026
focused,0.0
focusing,0.0
fodder,0.0
fog,0.0
folk,0.0
follow,0.0
followed,0.0
following,0.0
follows,0.0
fond,0.0
fontamara,0.0
food,0.026390476
foodstuff,0.0
foot,0.0
footage,0.0
football,0.0
foothill,0.0
force,0.0
forced,0.0
forcibly,0.0
forcing,0.0
forecast,0.0
forecasted,0.0
forecaster,0.0
forecasting,0.0
foreign,0.0022873715
foreigner,0.0
foresee,0.0
forest,0.0
forestry,0.0
forever,0.0
forget,0.0
forgiveness,0.0
forgot,0.0
forgotten,0.0
form,0.0
formal,0.0
formation,0.0
formed,0.0
former,0.0
formerly,0.0
forming,0.0
formula,0.0
fort,0.0
forth,0.0
fortified,0.0
fortunately,0.0
forum,0.0
forward,0.0
foul,0.0
found,0.0
foundation,0.0
founded,0.0
four,0.0
fourth,0.0
fr,0.0
fracture,0.0
fractured,0.0
fragile,0.0
frame,0.0
framework,0.0
franc,0.0
france,0.0
frankenstorm,0.0
fraud,0.0
freak,0.0
free,0.0
freedom,0.0
freely,0.0
freetown,0.0
freezing,0.0
freight,0.0
french,0.0
frequency,0.0
frequent,0.00040785605
frequently,0.0
frere,0.0
freres,0.0
fresh,0.0
freshwater,0.0
friday,0.0
fridge,0.0
fried,0.0
friend,0.0
friendly,0.0
frigid,0.0
front,0.0
fronti,0.0
frontier,0.0
frontieres,0.0
frontline,0.0
frost,0.0
frozen,0.0
fruit,0.0
ft,0.0
fuck,0.0
fucking,0.0
fuckyousandy,0.0
fuel,0.0003032546
fuelled,0.0
fujian,0.0
fukushima,0.0
full,0.0
fully,0.0
fun,0.0
function,0.0
functional,0.0
functioning,0.0
fund,0.0
fundamental,0.0
funded,0.0
funding,0.0
fundraising,0.0
fungal,0.0
funny,0.0
furniture,0.0
furthermore,0.0
future,0.0025166774
g,0.0
gain,0.0
gaining,0.0
gale,0.0
galets,0.0
galle,0.0
gallon,0.0
galvanized,0.0
gam,0.0
game,0.0
gang,0.0
gansu,0.0
gao,0.0
gap,0.0
garbage,0.0
garden,0.0
gardening,0.0
garissa,0.0
gas,0.0
gasoline,0.0
gastro,0.0
gastroenteritis,0.0
gastrointestinal,0.0
gate,0.0
gather,0.0
gathered,0.0
gathering,0.0
gave,0.0
gaza,0.0
gd,0.0
gear,0.0
geared,0.0
gen,0.0031615193
gender,0.0
general,0.0
generally,0.0
generate,0.0
generated,0.0
generating,0.0
generation,0.0
generator,0.0
generosity,0.0
generous,0.0
generously,0.0
geneva,0.0
gentleman,0.0
geographic,0.0
geological,0.0
geologist,0.0
geophysics,0.0
george,0.0
georgia,0.0
gerard,0.0
german,0.0
germany,0.0
germination,0.0
get,0.00069070846
getting,0.0
ghana,0.0
ghar,0.0
ghor,0.0
ghulam,0.0
gi,0.0
giang,0.0
giant,0.0
gift,0.0
gilgit,0.0
girl,0.0
give,0.0031185807
given,0.0
giving,0.0
gl,0.0
glacier,0.0
glad,0.0
glass,0.0
global,0.0
globally,0.0
globe,0.0
glove,0.0
gmt,0.0
go,0.0025637045
goal,0.0
goat,0.0
goave,0.0
god,0.0
gode,0.0
going,0.002078383
gold,0.0
goma,0.0
gon,0.0
gonaive,0.0
gonaives,0.0
gonave,0.0
gone,0.0
goo,0.0
good,0.0025022123
got,0.0
gotten,0.0
gourde,0.0
gouvernement,0.0
gouvernment,0.0
gov,0.0
goverment,0.0
governance,0.0
governing,0.0
government,0.0006175952
governmental,0.0
governor,0.0
govt,0.0
gps,0.0
grace,0.0
grade,0.0
gradually,0.0
grain,0.0
grand,0.0
grande,0.0
grandmother,0.0
grant,0.0
granted,0.0
graphic,0.0
grass,0.0
grasshopper,0.0
grassland,0.0
grassroots,0.0
grateful,0.0
gratitude,0.0
grave,0.0
gravel,0.0
gravity,0.0
grazing,0.0
great,0.0
greater,0.0
greatest,0.0
greatly,0.0
greece,0.0
green,0.0
greenhouse,0.0
greet,0.0
greeting,0.0
grenade,0.0
gressier,0.0
grid,0.0
grief,0.0
grim,0.0
grip,0.0
grocery,0.0
gros,0.0
gross,0.0
ground,0.0
grounded,0.0
groundnut,0.0
groundwater,0.0
group,0.0
grove,0.0
grow,0.0025672521
grower,0.0
growing,0.0
grown,0.0
growth,0.0
gt,0.0
gu,0.0
guangdong,0.0
guangxi,0.0
guarantee,0.0
guard,0.0
guerrilla,0.0
guess,0.0
guidance,0.0
guide,0.0
guideline,0.0
guinea,0.0
guizhou,0.0
gujarat,0.0
gulab,0.0
gulberg,0.0
gulf,0.0
gun,0.0
gunman,0.0
gunshot,0.0
gunung,0.0
gushing,0.0
gust,0.0
gusting,0.0
guy,0.0
h,0.0
h1n1,0.0
ha,0.0
habit,0.0
habitat,0.0
haemorrhagic,0.0
hai,0.0
haidar,0.0
hail,0.0
hailstorm,0.0
hair,0.0
haiti,0.002459677
haitian,0.0020597668
haitien,0.0
half,0.0
hall,0.0
hallo,0.0
halloween,0.0
halt,0.0
halted,0.0
halting,0.0
hamed,0.0
hamlet,0.0
hammer,0.0
hampered,0.0
hampering,0.0
han,0.0
hand,0.0011715387
handed,0.0
handicap,0.0
handing,0.0
handle,0.0
handling,0.0
handpumps,0.0
handwashing,0.0
hanging,0.0
hanoi,0.0
happen,0.0
happend,0.0
happened,0.0
happening,0.0
happens,0.0
happiness,0.0
happy,0.0
haram,0.0
harassment,0.0
harbour,0.0
hard,0.0
harder,0.0
hardest,0.0
hardly,0.0
hardship,0.0
harm,0.0
harmful,0.0
harsh,0.0
harshest,0.0
harvest,0.0
harvested,0.0
harvesting,0.0
haryana,0.0
hat,0.0
hate,0.0
havent,0.0
havoc,0.0
hazard,0.0004479771
hazardous,0.0
haze,0.0
head,0.0
headache,0.0
headed,0.0
heading,0.0
headquarters,0.0
health,8.490293e-05
healthcare,0.0
healthy,0.0
hear,0.0
heard,0.0
hearing,0.0
heart,0.0
hearthquake,0.0
heat,0.0
heater,0.0
heating,0.0
heatwave,0.0
heavier,0.0
heaviest,0.0
heavily,0.0
heavy,0.0
hectare,0.0
height,0.0
heinous,0.0
held,0.0
helicopter,0.0
hell,0.0
hello,0.0
helmand,0.0
help,0.011795031
helped,0.0
helpful,0.0
helping,0.0
helpless,0.0
hemorrhagic,0.0
hepatitis,0.0
herat,0.0
herd,0.0
herder,0.0
hey,0.0
hi,0.0
hidden,0.0
hide,0.0
hiding,0.0
high,0.00050247967
higher,0.0
highest,0.0
highland,0.0
highlight,0.0
highlighted,0.0
highly,0.0
highway,0.0
hike,0.0
hill,0.0
hillside,0.0
hilly,0.0
himachal,0.0
himalayan,0.0
hinche,0.0
hired,0.0
hiring,0.0
historic,0.0
historical,0.0
history,0.0
hit,0.018538218
hitting,0.0
hiv,0.0
ho,0.0
hoboken,0.0
hoceima,0.0
hold,0.0
holding,0.0
hole,0.0
holiday,0.0
home,0.0004161329
homeland,0.0
homeless,0.0
homeowner,0.0
hon,0.0
honey,0.0
hong,0.0
hook,0.0
hope,0.0
hoped,0.0
hopefully,0.0
hoping,0.0
hopper,0.0
horn,0.0
horrible,0.0
horrific,0.0
horror,0.0
hospital,0.0
hospitalized,0.0
host,0.0
hostage,0.0
hostal,0.0
hosted,0.0
hostel,0.0
hostility,0.0
hot,0.0
hotel,0.0
hottest,0.0
hour,0.0014341034
house,0.018928168
housed,0.0
household,0.0013389174
housing,0.0
however,0.0
hr,0.0
hrw,0.0
ht,0.0
html,0.0
http,0.001129955
hub,0.0
hubei,0.0
huddled,0.0
hudson,0.0
hue,0.0
huge,0.00044025027
hum,0.0
human,0.0022969055
humanitarian,0.0
humanity,0.0
humidity,0.0
hunan,0.0
hundred,0.0
hunger,0.0
hungry,0.0
hurricane,0.020144967
hurricanesandy,0.0
hurry,0.0
hurt,0.0
husband,0.0
hut,0.0
hybrid,0.0
hyderabad,0.0
hydro,0.0
hydroelectric,0.0
hydrogen,0.0
hydrological,0.0
hydrology,0.0
hydropower,0.0
hygiene,0.0
hygienic,0.0
hypertension,0.0
i,0.0
iaea,0.0
ice,0.0
icrc,0.0
id,0.0
idea,0.0
ideal,0.0
identification,0.0
identified,0.0
identify,0.0
identifying,0.0
identity,0.0
ideology,0.0
idp,0.0
ifrc,0.0
ii,0.0
ikeportnoydt,0.0
il,0.0
ile,0.0
ill,0.0
illegal,0.0
illegally,0.0
illness,0.0
im,0.0
ima,0.0
image,0.0
imagine,0.0
imc,0.0
imd,0.0
imf,0.0
immediate,0.0
immediately,0.0
immense,0.0
immigration,0.0
imminent,0.0
immune,0.0
immunisation,0.0
immunization,0.0
imp,0.0
impact,0.0
impacted,0.0
impass,0.0
impassable,0.0
impasse,0.0
impending,0.0
implement,0.0
implementation,0.0
implemented,0.0
implementing,0.0
implication,0.0
import,0.0019804172
importance,0.0
important,0.0012592071
importantly,0.0
imported,0.0
importing,0.0
impose,0.0
imposed,0.0
impossible,0.0
impoverished,0.0
impression,0.0
improve,0.0
improved,0.0028766324
improvement,0.0
improving,0.0
improvised,0.0
impunity,0.0
inaccessible,0.0
inadequate,0.0
incentive,0.0
incessant,0.0
inch,0.0
incidence,0.0
incident,0.0
inclement,0.0
include,0.0
included,0.0
includes,0.0
including,0.0017262954
inclusive,0.0
income,0.0
incoming,0.0
incomplete,0.0
incorporated,0.0
increase,0.00069227343
increased,0.00049662014
increasing,0.0
increasingly,0.0
indeed,0.0
independence,0.0
independent,0.0
index,0.0
india,0.0
indian,0.0
indicate,0.0
indicated,0.0
indicates,0.0
indicating,0.0
indication,0.0
indigenous,0.0
indiscriminate,0.0
individual,0.0
indo,0.0010431636
indonesia,0.0
indonesian,0.0
induced,0.0
indus,0.0
industrial,0.0
industry,0.0021438312
inefficient,0.0
infant,0.0
infected,0.0
infection,0.0
infectious,0.0
infestation,0.0
inflatable,0.0
influence,0.0
influenza,0.0
influx,0.0
info,0.0
inform,0.0
informant,0.0
information,0.027473837
informed,0.0
infrastructure,0.0
ingc,0.0
inhabitant,0.0
inhambane,0.0
initial,0.0
initially,0.0
initiate,0.0
initiated,0.0
initiative,0.0
injected,0.0
injection,0.0
injured,0.0
injuring,0.0
injury,0.0
inland,0.0
inner,0.0
innocent,0.0
innovative,0.0
input,0.0
inquiry,0.0
insect,0.0
insecticide,0.0
insecure,0.0
insecurity,0.0
inside,0.0
insisting,0.0
instability,0.0
install,0.0
installation,0.0
installed,0.0
installing,0.0
instance,0.0
instant,0.0
instead,0.0
institute,0.0
institution,0.0
institutional,0.0
instructed,0.0
instruction,0.0
instrument,0.0
insufficient,0.0
insulation,0.0
insurance,0.0
insurgency,0.0
insurgent,0.0
int,0.0
intact,0.0
intake,0.0
integrated,0.0
integration,0.0
integrity,0.0
intended,0.0
intense,0.0
intensified,0.0
intensify,0.0
intensity,0.0
intensive,0.0
inter,0.0
interagency,0.0
interest,0.0
interested,0.0
interesting,0.0
interface,0.0
interference,0.0
interim,0.0
interior,0.0
intermediate,0.0
intermittent,0.0
internal,0.0
internally,0.0
international,0.0
internationally,0.0
internet,0.0
interpreter,0.0
intersection,0.0
interseismic,0.0
intervene,0.0
intervention,0.0
interview,0.0
intestinal,0.0
intimidation,0.0
intolerance,0.0
intravenous,0.0
introduced,0.0
introducing,0.0
introduction,0.0
intrusion,0.0
inundated,0.0
inundating,0.0
inundation,0.0
invading,0.0
invasion,0.0
inventory,0.0
invest,0.0
investigate,0.0
investigating,0.0
investigation,0.0
investment,0.0
involve,0.0
involved,0.0
involvement,0.0
involves,0.0
involving,0.0
iodine,0.0
iodized,0.0
iom,0.0
ir,0.0
iran,0.0
iranian,0.0
iraq,0.0
irc,0.0
ircs,0.0
ireland,0.0
irene,0.0
irin,0.0
irinnews,0.0
iron,0.0
irrawaddy,0.0
irregularity,0.0
irrigated,0.0021124098
irrigation,0.0
isiolo,0.0
islamabad,0.0
islamic,0.0
islamist,0.0
island,0.0
isolated,0.0
isolation,0.0
israel,0.0
israeli,0.0
issue,0.0
issued,0.0
issuing,0.0
italian,0.0
italy,0.0
item,0.0007437208
itis,0.0
iv,0.0
ivoire,0.0
j,0.0
jacket,0.0
jacmel,0.0
jacques,0.0
jaffna,0.0
jail,0.0
jakarta,0.0
jalalabad,0.0
jalozai,0.0
jam,0.0
james,0.0
jammu,0.0
jampur,0.0
jamshoro,0.0
jamur,0.0
jan,0.0011274053
january,0.0
japan,0.0
japanese,0.0
java,0.0
je,0.0
jean,0.0
jeep,0.0
jeremie,0.0
jerry,0.0
jersey,0.0
jerusalem,0.0
jesus,0.00041271525
jet,0.0
jetty,0.0
jiangsu,0.0
jiangxi,0.0
jica,0.0
jihad,0.0
jihadi,0.0
jihadist,0.0
jirga,0.0
job,0.023162689
jobless,0.0
jobpaw,0.0
johannesburg,0.0
john,0.0
join,0.0
joined,0.0
joint,0.0
joke,0.0
joking,0.0
jolted,0.0
jorking,0.0
